237.2224,208.6865,84.6071
236.9656,209.3113,84.3391
236.8730,210.0083,84.2441
236.8823,210.1463,84.2558
236.7764,210.7193,84.1145
236.5740,211.3459,83.8212
236.3844,211.4911,83.7201
236.0016,211.4246,83.6387
235.4048,211.5244,83.8367
235.1150,211.4964,84.2640
234.6939,211.3702,84.6403
234.3111,211.2809,84.9201
233.9709,211.1928,85.0460
236.6300,212.0144,83.8919
237.2728,212.5279,84.2251
237.9771,212.6993,84.3875
238.7182,212.8621,84.8829
239.3831,212.6908,85.0275
239.8606,212.4555,85.1085
237.2169,213.0311,84.3213
237.0956,213.6499,84.3955
237.3677,213.9306,84.5200
236.8808,214.2789,84.2255
236.4700,214.2897,84.1479
236.2450,214.7359,84.2717
235.8965,215.2039,84.4908
235.5189,215.9301,84.5388
237.5246,215.1543,84.5688
237.9768,215.7893,84.6116
238.4667,216.2235,84.6311
