235.6883,211.7845,83.5579
236.6789,211.1465,83.8460
237.2277,209.3133,84.3480
236.4054,214.5574,84.1037
238.8730,213.0016,84.9427
237.6593,215.5752,84.4726
237.2497,212.4810,84.2195
237.6091,213.4996,84.4603
236.1268,215.7701,84.4660
237.8183,215.9645,84.5580
237.2376,208.7452,84.5812
237.1416,209.8072,84.2760
236.7265,211.2010,83.9028
239.3384,212.6841,85.0636
238.3122,212.9401,84.4517
237.3197,213.7661,84.4799
236.0253,215.7191,84.4946
238.2215,216.0771,84.6877
237.2274,208.4713,84.6553
237.6026,209.5186,84.5837
237.0465,210.1541,84.3383
236.8728,210.8528,84.1787
236.7138,211.3934,83.8983
236.2256,211.7452,83.6844
235.0040,211.5911,84.2933
234.2706,211.4631,84.8485
237.2541,212.3472,84.2196
236.7892,212.8587,84.2564
237.0045,213.6279,84.3379
